,OBJRANK,WEIGHT(KG),FARM,FARMER/REPRESENTATIVE,REGION,SCORE,VARIETY,PROCESS,NUMRANK,HIGH_BID,TOTAL_VALUE,BUYERS,COUNTRY,YEAR
3525,6,720.0,Coop. Lazahoren {O},"Eduardo Rodríguez, Dionisio Rodríguez, Juan Zuniga","Dipilto, Nueva Segovia",88.32,,,6,5.4,19714.62,Equal Exchange Coffee,Nicaragua,2005
3526,7,960.0,El Rosario,Maria Teresa Tercero Alfaro,"Mozonte, Nueva Segovia",88.23,,,7,3.05,14846.81,"Toa Coffee Co.,Ltd.",Nicaragua,2005
3527,8,720.0,La Esperanza,José Armando Zeledón Centeno,"San Juan de Rio Coco, Madriz",88.0,,,8,3.05,11135.11,Sweet Maria’s,Nicaragua,2005
3528,9,450.0,La Pinauete,Porfirio Sauceda Valladares,"Dipilto, Nueva Segovia",87.98,,,9,2.65,6046.73,Sweet Maria’s,Nicaragua,2005
3529,10,450.0,Los Pirineos,Euduro Guillen González,"Dipilto, Nueva Segovia",86.36,,,10,2.85,6503.09,Time’s Club for C-Coop,Nicaragua,2005
3530,11,810.0,La Fátima,Olimpia Rodríguez de Bárcenas,"Las Nubes, Matagalpa",85.98,,,11,2.6,10678.75,"Arab Coffee , Asahi Coffee & Tashiro Coffee",Nicaragua,2005
3531,12,450.0,Las Termopilas,Milton Canales,"Pueblo Nuevo, Esteli",85.98,,,12,7.8,17797.92,"Intelligentsia, Stumptown, Terroir Select, Breaking New Grounds, and The Coffee Tree Roasters",Nicaragua,2005
3532,13,540.0,La Nueva,"Juan J Montenegro,Oscar Antonio Montenegro","San Pedro de Buculumay, Jinotega",85.48,,,13,2.7,7392.98,"Volcafe for Zoka coffee, PT Coffee, Ecco Caffe",Nicaragua,2005
3533,14,510.0,Coop.San Antonio {O},"Noel U. Martínez, Victor Hugo Huete, Celso A Pérez","Somoto, Madriz",85.36,,,14,3.2,8275.27,The Golden Coffee Box / Boot Koffie,Nicaragua,2005
3534,15,480.0,Coop. José Alfredo Zeledón {O},"Otilio Sánchez Molina, Francisco Zeledón V, Tranquilino Matey","San Juan de Rio Coco, Madriz",85.3,,,15,6.55,15942.07,Taylors of Harrogate,Nicaragua,2005
3535,16,840.0,La Quimera,María Lourdes Arguello,"Las Nubes, Matagalpa",85.3,,,16,2.6,11074.26,Solberg & Hansen AS,Nicaragua,2005
3536,17,570.0,Los Tres Laureles,Narciso Gabriel Gadea Paiuas,"El Consuelo, Jinotega",85.16,,,17,3.2,9248.83,The Roasterie Inc,Nicaragua,2005
3537,18,690.0,Coop. Laureano Flores {0},"Marlene C.Galeano, Carmen D.Martinez, Fidel Gonzalez P., Trinidad Padilla","Condega, Esteli",85.14,,,18,2.65,9271.65,"Caravan Coffee Co.,Ltd.",Nicaragua,2005
3538,19,480.0,San Pablo {O},Cooperativa Pedro Altamirano,"Guanacastillo, Nueva Segovia",85.0,,,19,2.05,4989.5,Caffe Pronto,Nicaragua,2005
3539,20,930.0,El Guayabo,Lino Paguaga Figueroa,"La Tablazon, Nueva Segovia",84.93,,,20,2.65,12496.57,Oren’s Daily Roast,Nicaragua,2005
3540,21,630.0,San Martin,Adolfo Omar Guadamuz Ortez,"Jalapa, Nueva Segovia",84.91,,,21,2.5,7986.25,"Nippon Coffee Trading Co., Ltd.",Nicaragua,2005
3541,22,480.0,La Estrella,Flora del Socorro Montenegro,"San Pedro de Buculumay, Jinotega",84.82,,,22,2.1,5111.2,Kaffebrenneriet AS,Nicaragua,2005
3542,23,480.0,Alemania,María. Filomena González,"Lipululo, Jinotega",84.8,,,23,2.05,4989.5,Katocoffee Inc.,Nicaragua,2005
3543,24,600.0,San Antonio,Rosa Emilia Lumbi Altamirano,"El Consuelo, Jinotega",84.77,,,24,2.6,7910.19,Timothy’s Coffees of the World Inc,Nicaragua,2005
3544,25,690.0,El Carmen {O},Nicolas Rosales,"Pueblo Nuevo, Esteli",84.75,,,25,2.05,7172.41,Origins Coffee Roasterie,Nicaragua,2005
3545,26,450.0,Villa Fontana,Daniel Matute López,"Ocotal, Nueva Segovia",84.68,,,26,2.0,4563.57,Wataru for Beans Coffee Sales,Nicaragua,2005
3546,27,870.0,San Carlos,José Rigoberto Ponce Medina,"Tepesomot, Madriz",84.68,,,27,2.05,9043.47,"Toa Coffee Co.,Ltd.",Nicaragua,2005
3547,28,450.0,La Luna,Abelino Cruz Amador,"Jalapa, Nueva Segovia",84.57,,,28,2.05,4677.66,Maruyama Coffee for Mikatajuku Group,Nicaragua,2005
3548,29,450.0,La Fuente,Pascual de Jesus Marin,"Dipilto, Nueva Segovia",84.57,,,29,2.0,4563.57,Coffee Meikan,Nicaragua,2005
3549,30,720.0,Coop. Lazahoren {O},"Santos Rodriguez, Victor Caceres, Ismael Rodriguez, Donal Zuniga","Dipilto, Nueva Segovia",84.48,,,30,1.7,6206.45,InterAmerican Coffee GmbH,Nicaragua,2005
3550,31,510.0,Las Brisas II,Bernardo Antonio Lopez Zelaya,"Los Cerrones, Jinotega",84.39,,,31,2.0,5172.04,Katocoffee Inc.,Nicaragua,2005
3551,32,570.0,Coop. Ramón Pineda,"Gumercindo Borjas, Roberto Maldonado, Luis A. Castellano","Nueva Segovia, Yoro",84.36,,,32,1.9,5491.49,"Wataru & Co., Ltd.",Nicaragua,2005
3552,33,780.0,La Copa,Noe Ortez,"Dipilto, Nueva Segovia",84.14,,,33,2.56,10125.04,"Caravan Coffee Co.,Ltd.",Nicaragua,2005
3553,34,630.0,Coop. Cantagallo {O},"Timoteo Padilla López, Angela Quintero T., Constantino Martinez, Lucila Cruz Calderón","Condega, Esteli",84.14,,,34,1.9,6069.55,"Toa Coffee Co.,Ltd.",Nicaragua,2005
3554,35,780.0,Coop. Zacarias Padilla {O},"Arnoldo Vilchez V., Maria Guerrero, Rosa Romero","Telpaneca, Madriz",84.07,,,35,1.7,6723.66,InterAmerican Coffee GmbH,Nicaragua,2005
3555,1,600.0,Los Delirios,Daniel Canales,"Pueblo Nuevo, Esteli",91.4,,,1,12.5,38029.74,"Stumptown Coffee Roasters , Intelligentsia",Nicaragua,2004
3556,2,600.0,15 de Septiembre,David Izaguirre,"San Juan de Río Coco, Madriz",91.27,,,2,7.95,24186.91,Maruyama Coffee for Mikatajuku group,Nicaragua,2004
3557,3,630.0,Laureano Flores,Trinidad Padilla,"Condega, Esteli",90.9,,,3,5.2,16611.39,Equal Exchange Coffee,Nicaragua,2004
3558,4,540.0,La Estrella,Flora del Socorro Montenegro Blandón,"Jinotega, Jinotega",90.5,,,4,5.0,13690.71,"Bontain Coffee co.,ltd.",Nicaragua,2004
3559,5,750.0,Lozahoren,Pablo Vanegas Z.,"Dipilto, Nueva Segovia",89.92,,,5,5.05,19205.02,San Antonio Coffee Co.,Nicaragua,2004
3560,6,540.0,Los Pinos,Eulalio Muñoz Figueroa,"San Ramon, Matagalpa",89.46,,,6,4.6,12595.45,Bewleys Ltd,Nicaragua,2004
3561,7,750.0,Cantagallo,Sanatana Lopez I.,"Condega, Esteli",89.15,,,7,4.8,18254.28,"Intelligentsia, Stumptown Coffee and Santa Cruz Coffee",Nicaragua,2004
3562,8,900.0,El Regreso,Bernabé García,"Jinotega, Jinotega",88.79,,,8,2.56,11682.74,Sweet Maria’s,Nicaragua,2004
3563,9,660.0,Jose Alfredo Zeledon,Edmundo Lopez,"San Juan de Rio Coco, Madriz",88.44,,,9,4.1,13721.13,"Mocha Joe’s Roasting Co., Terroir Coffee, Intelligentsia Coffee, Coffee Tree Roasters, Breaking New Grounds",Nicaragua,2004
3564,10,510.0,Santa Guadalupe,Jaime Rosales Pasquier,"Tomayunca, Jinotega",88.07,,,10,3.2,8275.27,Wataru for Kyowa`s Coffee,Nicaragua,2004
3565,11,630.0,El Bosque,Claudia Herrera Vallejos,"La Dalia, Matagalpa",85.95,,,11,3.45,11021.02,Wataru for TOHO COFFEE,Nicaragua,2004
3566,12,420.0,Finca Santa Lucia,Roger Rodriguez Cruz,"Pueblo Nuevo, Esteli",85.89,,,12,2.7,5750.1,The Golden Coffee Box / Boot Koffie,Nicaragua,2004
3567,13,360.0,La Cuesta,Elvis Javier Rodriguez Portillo,"an Jose del Ojoche, Madriz",85.87,,,13,3.4,6206.45,Solberg & Hansen AS,Nicaragua,2004
3568,14,750.0,15 de Septiembre,Aristides Miranda,"San Juan de Rio Coco, Madriz",85.73,,,14,3.65,13880.86,"Volcafe Specialty Coffee, Henry’s House of Coffee, Flying Goat Coffee, Hunter Bay Coffee Roasters, Ecco Caffe, Santa Cruz Coffee Roasters, PT’s Coffee Company & Sweet Maria’s Coffee Roastery",Nicaragua,2004
3569,15,900.0,La Esperanza,Jose A. Zeledon Centeno,"San Juan de Rio Coco, Madriz",85.61,,,15,2.8,12777.99,"Wataru & Co., Ltd.",Nicaragua,2004
3570,16,480.0,El Canton,Cooperativa Sofio Sanchez,"Matagalpa, Matagalpa",85.55,,,16,3.51,8543.0,"Schlüter & Maack GmbH for Hagen Kaffee, Lloyd Caffee, Laier Kaffeerösterei, Kaffee-Compagnie",Nicaragua,2004
3571,17,720.0,Nueva Esperanza,Leonel de Jesus Valladares,"Dipilto, Nueva Segovia",85.5,,,17,2.8,10222.39,D.R.Wakefield & Co. Ltd. for Andronicas Coffee Co. Ltd.,Nicaragua,2004
3572,18,690.0,Los Laureles,Rosa Emelia Cáceres Sauceda,"Dipilto, Nueva Segovia",85.46,,,18,2.2,7697.22,"Wataru & Co., Ltd.",Nicaragua,2004
3573,19,600.0,Los Cipreses de Loma Fria,Emilio Gutierrez,"Dipilto, Nueva Segovia",85.44,,,19,2.2,6693.23,Times Club Inc.,Nicaragua,2004
3574,20,480.0,Los Milagros de Santa Martha,Oscar y Azucena Gutierrez Zuniga,"Comarca de Aranjuez, Matagalpa",84.89,,,20,2.7,6571.54,Mercanta The Coffee Hunters for Whittard of Chelsea,Nicaragua,2004
3575,21,510.0,Isla Peñas Blancas,Agropecuaria Alfonso Nuñez,"La Dalia Matagalpa, Matagalpa",84.86,,,21,2.55,6594.36,"Toa Coffee Co.,Ltd.",Nicaragua,2004
3576,22,840.0,La Colonia,Isidro Leon York,"Jinotega, Jinotega",84.83,,,22,2.21,9413.12,Katocoffee Inc.,Nicaragua,2004
3577,23,510.0,Hacienda La Florida,Roberto y Salvador Rosales Cuadra,"San Ramón, Matagalpa",84.83,,,23,2.25,5818.55,Wataru for Shrub,Nicaragua,2004
3578,24,810.0,La Mia / La Purisima / Santa…,Filena Chavarria / Mario Perez/ Marco Guido,"Jinotega, Jinotega",84.4,,,24,2.7,11089.47,Intelligentsia,Nicaragua,2004
3579,25,840.0,La Copa,Noe Ortez,"Dipilto, Nueva Segovia",84.39,,,25,2.4,10222.39,"Caravan Coffee Co.,Ltd.",Nicaragua,2004
3580,26,630.0,San Ramón,Antolín García Polanco / Genaro Rizo,"Jinotega, Jinotega",84.31,,,26,2.45,7826.52,"Wataru & Co., Ltd.",Nicaragua,2004
3581,27,960.0,Buena Vista,Santos Demetrio Bautista Gutiérrez,"Segovia, Nueva Segovia",84.18,,,27,2.5,12169.52,Timothy’s Coffees of the World Inc.,Nicaragua,2004
3582,28,570.0,El Consuelo,Danilo Gonzalez / APPCO,"San juan del Rio Coco, Nueva Segovia",84.03,,,28,2.91,8410.66,Estate Coffee Denmark,Nicaragua,2004
3583,29,1290.0,Monte Libano,Carlos Maldonado,"Nueva Segovia, Nueva Segovia",84.01,,,29,2.05,13409.29,"InterAmerican Coffee GmbH for Hagen Kaffeerösterei, Germanny Mondo del Cafe, Germany Kafi & Tee, Iceland",Nicaragua,2004
3584,1,1320.0,Hacienda Santa Rosa,Francisco José Lanzas Monges,"Matagalpa, Matagalpa",95.19,,,1,7.05,47187.3,Maruyama Coffee,Nicaragua,2003
3585,2,450.0,La Esperanza,Armando Zeledón Centeno,"San Juan Río Coco, Madriz",93.14,,,2,4.0,9127.14,Solberg & Hansen AS,Nicaragua,2003
3586,3,450.0,La Pradera,David Ariel Lovo Gutierrez,"Dipilto, Nueva Segovia",93.06,,,3,4.05,9241.23,Solberg & Hansen AS,Nicaragua,2003
3587,4,540.0,Cooperativa La Unión,Cooperativa La Unión / PRODECOOP,"La Laguna, Nueva Segovia",91.83,,,4,3.55,9720.4,"Bontain Coffee co.,ltd.",Nicaragua,2003
3588,5,1110.0,Santa Marta,Otto William Zamora Pastora,"Jinotega, Jinotega",90.89,,,5,2.6,14633.84,Taylors of Harrogate,Nicaragua,2003
3589,6,330.0,La Providencia,Carmen Lorena Centeno Gadea,"Jalapa, Nueva Segovia",89.78,,,6,3.5,5856.58,ESTATE COFFEE,Nicaragua,2003
3590,7,390.0,Indirita,Marianela de Pérez,"Jinotega, Matagalpa",89.67,,,7,3.0,5932.64,"Arab Coffee Co., Ltd",Nicaragua,2003
3591,8,1200.0,El Balcón,R. Gadea / R. Romero / Cooperativa Corcasan,"San Juan de Rio Coco, Madriz",89.64,,,8,1.81,11013.41,mr. espresso,Nicaragua,2003
3592,9,390.0,"Linda Vista, San Miguel, Palo…",Asociación Aldea Global Jinotega,"La Laguna, El Salto, Palo Blanco, Jinotega",89.06,,,9,2.85,5636.01,Millstone Coffee Company,Nicaragua,2003
3593,10,450.0,Santa Rosa,Santos Raúl Borges Montenegro,"Dipilto, Nueva Segovia",88.04,,,10,3.0,6845.35,TIME’S CLUB INC.,Nicaragua,2003
3594,11,570.0,"Santa Martha, Providencia","Cooperativa Flor de Pino R.L., Providencia","San Rafael del Norte, Jinotega",85.61,,,11,2.35,6792.11,Intelligentsia,Nicaragua,2003
3595,12,540.0,Santa Teresita,Sara Gadea de Centeno,"Dipilto, Nueva Segovia",85.61,,,12,2.5,6845.35,Coffee Meikan,Nicaragua,2003
3596,13,450.0,La Esperanza,Elio Mauricio Chavarría Pineda,"Jinotega, Jinotega",85.56,,,13,2.85,6503.09,Timothy’s World Coffee,Nicaragua,2003
3597,14,990.0,La Sultana,Rene Dávila / Cooperativa 22 de Septiembre,"Jinotega, Jinotega",85.44,,,14,2.4,12047.82,S. Ishimitsu to Volcafe Specialty Coffee for the Tamarindo buying group.(learn more…),Nicaragua,2003
3598,15,390.0,"Los Cerrones, La Divina…","Cooperativa Flor de Pino R.L., Chagüitones","San Rafael del Norte, Jinotega",85.06,,,15,3.1,6130.39,Intelligentsia,Nicaragua,2003
3599,16,510.0,La Canada,Luis Alberto Peralta Mantilla,"Dipilto, Nueva Segovia",84.92,,,16,2.45,6335.75,Millstone Coffee Company,Nicaragua,2003
3600,17,510.0,"El Porvenir, El Tesoro","Cooperativa Flor de Pino R.L., El Diamante","San Rafael del Norte, Jinotega",84.89,,,17,1.95,5042.74,Mercanta The Coffee Hunters for Cafes El Magnifico & Cafes Meo & Monmouth Coffee & San Francisco Coffee,Nicaragua,2003
3601,18,660.0,Kilimanjaro II,Emma Noguera de Altamirano / SOPPEXCCA,"Jinotega, Jinotega",84.83,,,18,2.55,8533.87,Batdorf & Bronson,Nicaragua,2003
3602,19,420.0,Santa Fe,Rosalío Medina Mejía,"Dipilto, Nueva Segovia",84.83,,,19,2.1,4472.3,Wataru for OGAWA COFFEE,Nicaragua,2003
3603,20,2790.0,Hacienda Santa Cleotilde,Marina Cisne de Anzoátegui,"Matagalpa, Matagalpa",84.75,,,20,1.7,24050.01,"GH Howell for Coffee Tree Roasters, Raos Coffee, Origins Coffee Roasterie, Breaking New Grounds, Mocha Joes",Nicaragua,2003
3604,21,450.0,"Los Angeles, La Esperanza, La…",Cooperativa Las Brumas R.L. / CECOCAFEN,"Jinotega, Jinotega",84.67,,,21,1.95,4449.48,"Wataru & Co., Ltd.",Nicaragua,2003
3605,22,540.0,Santa Martha,Teresa Benavidez Midence,"Pueblo Nuevo, Estelí",84.58,,,22,2.85,7803.7,Intelligentsia,Nicaragua,2003
3606,23,600.0,Cooperativa Zacarías Padilla,Cooperativa Zacarías Padilla / PRODECOOP,"Telpaneca, Madriz",84.0,,,23,2.55,7758.07,"World Coffee Co.,Ltd.",Nicaragua,2003
3607,24,390.0,San Francisco,Rene Gadea Castellón,"Jinotega, Jinotega",83.97,,,24,2.6,5141.62,Mercanta The Coffee Hunters for Whittard of Chelsea,Nicaragua,2003
3608,25,480.0,La Sabatina,Róger Vásquez Luquez / Pueblos en Acción,"Dipilto, Nueva Segovia",83.78,,,25,1.95,4746.11,Bewleys Ltd,Nicaragua,2003
3609,26,810.0,Santa Maura,Martha y Jorge Armando Chávez,"Jinotega, Jinotega",83.69,,,26,1.35,5544.74,"Coffee Brokers LLC, P.G. Coffee Corporation – Delaware",Nicaragua,2003
3610,27,2370.0,Casa Blanca,Noè Ortez,"Dipilto, Nueva Segovia",83.64,,,27,1.6,19227.84,"Caravan Coffee Co.,Ltd.",Nicaragua,2003
3611,28,480.0,Linda Vista,Jaime Lovo Moncada,"Dipilto, Nueva Segovia",83.53,,,28,2.6,6328.15,"S.ISHIMITSU & CO., LTD.",Nicaragua,2003
3612,29,510.0,Cooperativa Laureano Flores,Cooperativa Laureano Flores / PRODECOOP,"Condega, Estelí",83.5,,,29,3.05,7887.37,ESTATE COFFEE,Nicaragua,2003
3613,30,750.0,"Los Placeres, La Curva",Apolonio Gutiérrez / Julio Chavarría / SOPPEXCCA,"Jinotega, Jinotega",83.31,,,30,2.35,8936.99,Intelligentsia,Nicaragua,2003
3614,31,420.0,Los Cipreses,Oscar Danilo Mantilla Midence,"Dipilto, Nueva Segovia",83.14,,,31,2.05,4365.81,Wataru for KYOWA’S COFFEE,Nicaragua,2003
3615,32,300.0,El Rosario,María Auxiliadora Herrera,"Jinotega, Jinotega",83.11,,,32,2.2,3346.62,The Rosterie Inc,Nicaragua,2003
3616,33,510.0,Las Flores,Gonzalo A. Castillo Moreno,"Pueblo Nuevo, Estelí",82.08,,,33,2.05,5301.35,Mercanta The Coffee Hunters for Whittard of Chelsea,Nicaragua,2003
3617,34,660.0,El Cantón,Cooperativa Sofío Sánchez / CECOCAFEN,"San Ramón, Matagalpa",81.92,,,34,1.9,6358.57,KATOCOFFEE Inc.,Nicaragua,2003
3618,35,810.0,El Limón,Agustina González Centeno / SOPPEXCCA,"Los Alpes, Jinotega",81.64,,,35,1.9,7803.7,"Wataru & Co., Ltd.",Nicaragua,2003
3619,36,960.0,San Cayetano,Evenor Centeno Chavarría,"Jinotega, Jinotega",80.89,,,36,1.3,6328.15,"World Coffee Co.,Ltd.",Nicaragua,2003
3620,37,660.0,Santa Rita,Oscar de Jesús Rivera Palacios,"Jinotega, Jinotega",80.25,,,37,1.65,5521.92,"Wataru & Co., Ltd.",Nicaragua,2003
3621,1a,180.0,La Lucuma,Grimanes Morales Lizana,Cajamarca,92.28,Costa Rica 95,Washed,1,20.0,7936.6,"Maruyama Coffee, Uchida Coffee, Harrods, Goodboybob Coffee",Peru,2019
3622,1b,192.0,La Lucuma,Grimanes Morales Lizana,Cajamarca,92.28,Costa Rica 95,Washed,1,19.8,8381.14,"Dabov Specialty Coffee, Coffee Me Up (Korea), Cupper’s High Coffee Company, Cuppingpost",Peru,2019
3623,2a,180.0,Nuevo Progreso,Lucio Luque Vasquez,Cusco,91.44,Gesha Bourbon Blend,Washed,2,30.0,11904.9,"Oas Roaster, Blossom Valley Intl, Vanilla Specialty Coffee",Peru,2019
3624,2b,179.0,Nuevo Progreso,Lucio Luque Vasquez,Cusco,91.44,Gesha Bourbon Blend,Washed,2,30.0,11838.9,"1597 specialty, Coffee Montage, NAMUSAIRO COFFEE, Cuppingpost, Coffee Me Up, Cupper’s High Coffee Company",Peru,2019
3625,3a,210.0,Agua Dulce,Junior Guido Flores Elera,Cajamarca,91.4,Catuai,Washed,3,12.6,5833.42,Ascension Coffee Roasters,Peru,2019
3626,3b,204.0,Agua Dulce,Junior Guido Flores Elera,Cajamarca,91.4,Catuai,Washed,3,12.5,5621.75,"RYANS COFFEE ROASTERS, ST.BERRY COFFEE, 27 COFFEE ROASTERS, Hisashi Yamamoto Coffee(Unir), MARUMI COFFEE",Peru,2019
3627,4,328.1,Romerillo,Franklin Chingel Morales,Cajamarca,90.88,Bourbon,Washed,4,16.0,11573.44,Kyokuto Fadie Corporation,Peru,2019
3628,5,530.0,Perla Mayo,Luz Nelli Alarcon Estela,Cajamarca,90.47,"Caturra Rojo, Typica, Caturra Amarillo, Bourbon",Washed,5,8.9,10399.21,"Wataru & Co., Ltd.",Peru,2019
3629,6,401.0,Santa Sofia,Eleuterio Bolaños Torresillas,Junin,90.29,"Caturra, Bourbon",Washed,6,8.7,7691.24,Mare Terra Green Coffee,Peru,2019
3630,7,503.5,Monte Rey,Felix Cachay Cueva,Junin,89.69,Caturra,Washed,7,8.6,9546.26,"Wataru & Co., Ltd.",Peru,2019
3631,8,369.5,Morales,Roiber Elit Becerra Fernandez,Amazonas,89.32,Caturra,Washed,8,8.4,6842.72,"Wataru & Co., Ltd.",Peru,2019
3632,9,380.6,Nueva Alianza,Dwight Aguilar Masias,Cusco,89.18,Gesha,Washed,9,16.88,14163.67,TAF Coffee,Peru,2019
3633,10,552.0,Esmeralda,Fabian Ortiz Coaquira,Junin,88.96,"Caturra, Gesha, Bourbon, Catimor",Washed,10,8.6,10465.77,"GSC International Co., Ltd.",Peru,2019
3634,11,515.0,La Palestina,Zobeida Alarcon Coronel,Cajamarca,88.75,"Bourbon, Caturra, Catimor",Washed,11,8.21,9321.47,"DALIAN INSIDE OUT TRADING CO.,LTD",Peru,2019
3635,12,466.0,El Lechero,Idelio Ulises Nayra Armijor,Cajamarca,88.75,"Caturra, Catuai, Bourbon,",Washed,12,8.4,8629.74,Kyokuto Fadie Corporation,Peru,2019
3636,13,294.0,El Cedro,Nilson Silva Diaz,Amazonas,88.64,"Gesha, Typica",Washed,13,11.4,7389.02,Camel Step Roasters,Peru,2019
3637,14,330.0,Las Orquideas,Amancio Zuñiga Aquino,Huanuco,88.64,Hibrido Bourbon,Washed,14,11.8,8584.74,SUPREMO COFFEE,Peru,2019
3638,15,533.6,La Perla,Rafael Arevalo Apolinar,Cajamarca,88.63,Caturra,Washed,15,11.0,12940.29,"Kyokuto Fadie Corporation &


Intelligentsia",Peru,2019
3639,16,412.5,Oropeza,Cruz Rodriguez Ortiz,Junin,88.18,"Caturra, Bourbon, Typica",Washed,16,8.7,7911.87,Brew92 Cafe & Roastery,Peru,2019
3640,17,452.8,Picorana,Jose Cristian Lavan Guerreo,Cajamarca,88.14,"Caturra, Gesha",Washed,17,8.3,8285.48,"Groundwork Coffee, The Moustache Coffee Club, Noble Coffee, Intelligentsia Coffee, Amrita Certified Pure",Peru,2019
3641,18,347.6,El Progreso,Agustin Cassa Ccoyo,Cusco,87.72,"Bourbon, Caturra, Catimor",Washed,18,8.2,6283.91,ROAST Coffee,Peru,2019
3642,19,636.9,La Fila,Evaristo Castro Tantalean,Cajamarca,87.58,"Caturra, Costa Rica",Washed,19,8.0,11232.96,Nagahama Coffee Inc.,Peru,2019
3643,20,340.2,Altos Cedruyoc,Juan Jose Huillca Singuña,Cusco,87.36,"Bourbon, Mondonovo",Washed,20,7.81,5857.58,"Wataru & Co., Ltd.",Peru,2019
3644,21,448.4,Parcela Cenfrocafe- Huabal,Jose Martin Vega Segovia,Cajamarca,87.33,H1,Honey,21,7.85,7760.12,"Wataru & Co., Ltd.",Peru,2019
3645,1a,180.0,Nueva Alianza,Dwigth Aguilar Masias,Cusco,91.08,Geisha,Washed,1,45.1,19388.49,"Maruyama Coffee, Sarutahiko Coffee, Thoth Coffee, GoodBoyBob Coffee (USA)",Peru,2018
3646,1b,180.0,Nueva Alianza,Dwigth Aguilar Masias,Cusco,91.08,Geisha,Washed,1,45.1,17897.03,Taf Coffee,Peru,2018
3647,2,390.0,La Palma,Damián Espinoza García,Cajamarca,89.85,Caturra Amarrillo,Washed,2,20.3,17552.4,Kyokuto Fadie Corporation,Peru,2018
3648,3,390.0,El Romerillo,Franklin Chinguel Morales,Cajamarca,89.58,Bourbon,Washed,3,21.1,18420.93,Campos Coffee,Peru,2018
3649,4,390.0,Candelaria,Florencia Mamani Calcina,Puno,89.43,Bourbon And Caturra Roja,Washed,4,21.1,18374.51,"COFFEE COUNTY / NOZY COFFEE CO.,Ltd, / Taniguchi Coffee, / NAGAHAMA COFFEE .Inc. / Huracan Coffee",Peru,2018
3650,5,360.0,Santa Sofia,Eleuterio Bolaños Torrecillas,Junin,89.28,Caturra And Bourbon,Washed,5,9.5,7539.77,"Dutch Barista Coffee Company, Single O",Peru,2018
3651,6,330.0,Rayo el Sol,Roxana Rangel Granda,Cajamarca,89.2,Mundo Novo,Washed,6,9.3,7114.5,"MOMOS COFFEE, BLACKUP COFFEE, IN EARTH COFFEE, MAVIS COFFEE, VUENUS COFFEE",Peru,2018
3652,7,330.0,La Naranja,Elvis Reinerio Tineo Rafael,Cajamarca,88.65,Caturra And Bourbon,Washed,7,9.6,7026.62,hirocoffee,Peru,2018
3653,8,570.0,La Reserva,Jesús Pilar Mijahuanca Rodriguez,Cajamarca,88.45,Caturra And Costa Rica,Washed,8,7.31,9186.04,Brew92 Cafe & Roastery,Peru,2018
3654,9,330.0,Nueva Tierra de Canan,Frank Gurvich García Pariona,Junin,88.23,"Geisha, Pache, And Bourbon",Washed,9,20.1,14725.26,ONE LOVE coffee,Peru,2018
3655,10,420.0,El Shimir,Fredy Bermeo Guevara,Cajamarca,88.2,Caturra And Bourbon,Washed,10,8.0,7467.52,Caravela Coffee,Peru,2018
3656,11,330.0,Joyas De Alied,Delia Capquique Quispe,Puno,87.62,Bourbon,Washed,11,8.7,6548.14,Kyokuto Fadie Corporation,Peru,2018
3657,12,450.0,Tres Cumbres,Alejandro Diaz Goicochea,Junin,87.48,Caturra And Typica,Washed,12,7.1,7122.01,Honu Kato Coffee Inc.,Peru,2018
3658,13,360.0,Picorana,José Christian Laván Guerrero,Cajamarca,87.4,"Caturra, Geisha",Washed,13,9.5,8084.41,Kyokuto Fadie Corporation,Peru,2018
3659,14,420.0,Cubos,Mel Francisco Cubos Espinoza,Huancuo,87.38,Caturra,Washed,14,7.08,6846.01,"Dutch Barista Coffee Company, Single O",Peru,2018
3660,15,510.0,El Cerro,Efraín Carhuallocllo Salvado,Cajamarca,87.36,Caturra Amarilla,Washed,15,8.0,9294.72,"Wataru & Co., Ltd. – Osaka",Peru,2018
3661,16,840.0,Rayos del Sol,Percy Pintado Huamán,Cajamarca,87.24,"Caturra, Bourbon",Washed,16,6.9,13188.73,"Wataru & Co., Ltd.",Peru,2018
3662,17,420.0,La Palestina,José Praxedes Alarcón Coronel,Cajamarca,87.05,"Caturra, Bourbon",Washed,17,6.99,6749.75,Nippon Coffee Trading,Peru,2018
3663,18,330.0,La Montaña,Vincler Velin Román Huamán,Cajamarca,86.88,Caturra,Washed,18,7.08,5509.87,"Wataru & Co., Ltd. – Osaka",Peru,2018
3664,19,390.0,Santa Norhy,Vicentina Phocco Palero,Puno,86.76,"Bourbon, Caturra, And Typica",Washed,19,7.1,6339.38,"Wataru & Co., Ltd. – Nagoya",Peru,2018
3665,20,360.0,El Morito,David Flores Chilcon,Cajamarca,86.67,Caturra,Washed,20,7.3,5858.1,Kaffebrenneriet As,Peru,2018
3666,21,390.0,La Lima,Jose Felipe Carhuachinchay Jimenez,Cajamarca,86.31,Caturra And Bourbon,Washed,21,7.18,6442.47,ONE LOVE coffee,Peru,2018
3667,22,390.0,El Huailulo,Evelio Mego Díaz,Cajamarca,86.14,"Caturra, Catimor",Washed,22,6.95,6021.62,"TOA COFFEE Co., Ltd.",Peru,2018
3668,23,570.0,San Pedro,Luis Fernando Quispe Lopez,Pasco,86.07,Geisha,Washed,23,7.5,9490.88,"GSC International Co., Ltd.",Peru,2018
